region;tik;uik;uik_url;uik_address;uik_voteroom_address;uik_geocoding_address;geocoding_kind;geocoding_precision;lat;lon;voters_include;weight;population
Ленинградская область;ТИК Лодейнопольского муниципального района;Участковая избирательная комиссия №607;http://www.leningrad-reg.vybory.izbirkom.ru/region/leningrad-reg/?action=ik&vrn=4474012163318;"187729, Ленинградская область, Лодейнопольский район, дер. Старая Слобода, -, д.61, здание  гостиницы ""Старая Слобода""";"187729, Ленинградская область, Лодейнопольский район, дер. Старая Слобода, -, д.61, здание  гостиницы ""Старая Слобода""";Россия, Ленинградская область, Лодейнопольский район, Янегское сельское поселение, деревня Старая Слобода, 61;house;exact;60.776991;33.322016999999995;196.0;;
Ленинградская область;ТИК Лодейнопольского муниципального района;Участковая избирательная комиссия №608;http://www.leningrad-reg.vybory.izbirkom.ru/region/leningrad-reg/?action=ik&vrn=4474012163319;187727, Ленинградская область, Лодейнопольский район, дер. Андреевщина, -, д.20, административное здание поселения;187727, Ленинградская область, Лодейнопольский район, дер. Андреевщина, -, д.20, административное здание поселения;Россия, Ленинградская область, Лодейнопольский район, Янегское сельское поселение, деревня Андреевщина;locality;other;60.842296999999995;33.408705;235.0;;
Ленинградская область;ТИК Лодейнопольского муниципального района;Участковая избирательная комиссия №609;http://www.leningrad-reg.vybory.izbirkom.ru/region/leningrad-reg/?action=ik&vrn=4474012163320;187720, Ленинградская область, Лодейнопольский район, дер.  Харевщина, ул. Молодежная, д. 5, здание сельского клуба;187720, Ленинградская область, Лодейнопольский район, дер. Харевщина, ул. Молодежная, д. 5, здание сельского клуба;Россия, Ленинградская область, Лодейнопольский район, Янегское сельское поселение, деревня Харевщина, Молодёжная улица;street;street;60.754647;33.680463;269.0;;
Ленинградская область;ТИК Лодейнопольского муниципального района;Участковая избирательная комиссия №610;http://www.leningrad-reg.vybory.izbirkom.ru/region/leningrad-reg/?action=ik&vrn=4474012163322;187727, Ленинградская область, Лодейнопольский район, пос. Янега, ул. Пионерская, д. 6, здание Янегского дома культуры;187727, Ленинградская область, Лодейнопольский район, пос. Янега, ул. Пионерская, д. 6, здание Янегского дома культуры;Россия, Ленинградская область, Лодейнопольский район, Янегское сельское поселение, посёлок Янега, Пионерская улица, 6;house;exact;60.746297999999996;33.706469;744.0;;
Ленинградская область;ТИК Лодейнопольского муниципального района;Участковая избирательная комиссия №611;http://www.leningrad-reg.vybory.izbirkom.ru/region/leningrad-reg/?action=ik&vrn=4474012163323;187735, Ленинградская область, Лодейнопольский район, дер. Тервеничи, ул. Центральная, д. 3, здание сельского Дома культуры;187735, Ленинградская область, Лодейнопольский район, дер. Тервеничи, ул. Центральная, д. 3, здание сельского Дома культуры;Россия, Ленинградская область, Лодейнопольский район, Алёховщинское сельское поселение, деревня Тервеничи, Центральная улица;street;street;60.323122999999995;34.100515;270.0;;
Ленинградская область;ТИК Лодейнопольского муниципального района;Участковая избирательная комиссия №612;http://www.leningrad-reg.vybory.izbirkom.ru/region/leningrad-reg/?action=ik&vrn=4474012163324;187700, Ленинградская область, Лодейнопольский район, дер. Вонозеро, -, д. 39, здание сельского клуба;187700, Ленинградская область, Лодейнопольский район, дер. Вонозеро, -, д. 39, здание сельского клуба;Россия, Ленинградская область, Лодейнопольский район, Алёховщинское сельское поселение, деревня Вонозеро;locality;other;60.367513;34.419669;69.0;;
Ленинградская область;ТИК Лодейнопольского муниципального района;Участковая избирательная комиссия №613;http://www.leningrad-reg.vybory.izbirkom.ru/region/leningrad-reg/?action=ik&vrn=4474012163325;187716, Ленинградская область, Лодейнопольский район, дер. Пирозеро, -, д. 28, здание сельской библиотеки;187716, Ленинградская область, Лодейнопольский район, дер. Пирозеро, -, д. 28, здание сельской библиотеки;Россия, Ленинградская область, Лодейнопольский район, Алёховщинское сельское поселение, деревня Пирозеро;locality;other;60.228916000000005;33.951063;81.0;;
Ленинградская область;ТИК Лодейнопольского муниципального района;Участковая избирательная комиссия №614;http://www.leningrad-reg.vybory.izbirkom.ru/region/leningrad-reg/?action=ik&vrn=4474012163326;187736, Ленинградская область, Лодейнопольский район, пос. Ребовичи, -, д. 50, административное здание поселения;187736, Ленинградская область, Лодейнопольский район, пос. Ребовичи, -, д. 50, административное здание поселения;Россия, Ленинградская область, Лодейнопольский район, Алёховщинское сельское поселение, посёлок Ребовичи;locality;other;60.216108;34.343986;83.0;;
Ленинградская область;ТИК Лодейнопольского муниципального района;Участковая избирательная комиссия №615;http://www.leningrad-reg.vybory.izbirkom.ru/region/leningrad-reg/?action=ik&vrn=4474012163327;187733, Ленинградская область, Лодейнопольский район, дер. Надпорожье, -, д. 71, административное здание поселения;187733, Ленинградская область, Лодейнопольский район, дер. Надпорожье, -, д. 71, административное здание поселения;Россия, Ленинградская область, Лодейнопольский район, Алёховщинское сельское поселение, деревня Надпорожье;locality;other;60.470041;34.28273;109.0;;
Ленинградская область;ТИК Лодейнопольского муниципального района;Участковая избирательная комиссия №616;http://www.leningrad-reg.vybory.izbirkom.ru/region/leningrad-reg/?action=ik&vrn=4474012163329;187719, Ленинградская область, Лодейнопольский район, с.  Алеховщина, ул. Советская, д. 24, здание сельского Дома культуры;187719, Ленинградская область, Лодейнопольский район, с. Алеховщина, ул. Советская, д. 24, здание сельского Дома культуры;Россия, Ленинградская область, Лодейнопольский район, Алёховщинское сельское поселение, село Алёховщина, Советская улица, 24;house;exact;60.405667;33.85709;460.0;;
Ленинградская область;ТИК Лодейнопольского муниципального района;Участковая избирательная комиссия №617;http://www.leningrad-reg.vybory.izbirkom.ru/region/leningrad-reg/?action=ik&vrn=4474012163331;187719, Ленинградская область, Лодейнопольский район, с.  Алеховщина, ул. Алеховщинская, д. 20, здание музыкальной школы;187719, Ленинградская область, Лодейнопольский район, с. Алеховщина, ул. Алеховщинская, д. 20, здание музыкальной школы;Россия, Ленинградская область, Лодейнопольский район, Алёховщинское сельское поселение, село Алёховщина, Алёховщинская улица, 20;house;exact;60.403001;33.853892;438.0;;
Ленинградская область;ТИК Лодейнопольского муниципального района;Участковая избирательная комиссия №618;http://www.leningrad-reg.vybory.izbirkom.ru/region/leningrad-reg/?action=ik&vrn=4474012163333;187719, Ленинградская область, Лодейнопольский район, с. Алеховщина, ул. Набережная, д. 23, здание школы;187719, Ленинградская область, Лодейнопольский район, с. Алеховщина, ул. Набережная, д. 23, здание школы;Россия, Ленинградская область, Лодейнопольский район, Алёховщинское сельское поселение, село Алёховщина, Набережная улица, 23;house;exact;60.405893999999996;33.849769;595.0;;
Ленинградская область;ТИК Лодейнопольского муниципального района;Участковая избирательная комиссия №619;http://www.leningrad-reg.vybory.izbirkom.ru/region/leningrad-reg/?action=ik&vrn=4474012163334;187711, Ленинградская область, Лодейнопольский район, пос. Шархиничи, ул. Прудовая, д. 2-а, здание сельского клуба;187711, Ленинградская область, Лодейнопольский район, пос. Шархиничи, ул. Прудовая, д. 2-а, здание сельского клуба;Россия, Ленинградская область, Лодейнопольский район, Алёховщинское сельское поселение, посёлок Шархиничи, Прудовая улица;street;street;60.389906;33.75293;248.0;;
Ленинградская область;ТИК Лодейнопольского муниципального района;Участковая избирательная комиссия №620;http://www.leningrad-reg.vybory.izbirkom.ru/region/leningrad-reg/?action=ik&vrn=4474012163336;187713, Ленинградская область, Лодейнопольский район, дер. Яровщина, -, д. 1, здание начальной школы-детского сада;187713, Ленинградская область, Лодейнопольский район, дер. Яровщина, -, д. 1, здание начальной школы-детского сада;Россия, Ленинградская область, Лодейнопольский район, Алёховщинское сельское поселение, деревня Яровщина, 3;house;near;60.473048;33.536364;640.0;;
Ленинградская область;ТИК Лодейнопольского муниципального района;Участковая избирательная комиссия №621;http://www.leningrad-reg.vybory.izbirkom.ru/region/leningrad-reg/?action=ik&vrn=4474012163338;187715, Ленинградская область, Лодейнопольский район, пос. Рассвет, -, д. 8, здание Дома культуры;187715, Ленинградская область, Лодейнопольский район, пос. Рассвет, -, д. 8, здание Дома культуры;Россия, Ленинградская область, Лодейнопольский район, Доможировское сельское поселение, посёлок Рассвет, 8;house;exact;60.458960999999995;33.160967;910.0;;
Ленинградская область;ТИК Лодейнопольского муниципального района;Участковая избирательная комиссия №622;http://www.leningrad-reg.vybory.izbirkom.ru/region/leningrad-reg/?action=ik&vrn=4474012163340;187715, Ленинградская область, Лодейнопольский район, дер. Доможирово, пер. Торговый, д.10, здание Администрации поселения;187715, Ленинградская область, Лодейнопольский район, дер. Доможирово, пер. Торговый, д.7;Россия, Ленинградская область, Лодейнопольский район, Доможировское сельское поселение, деревня Доможирово, Торговый переулок;street;street;60.473841;33.0885;883.0;;
Ленинградская область;ТИК Ломоносовского муниципального района;Участковая избирательная комиссия №623;http://www.leningrad-reg.vybory.izbirkom.ru/region/leningrad-reg/?action=ik&vrn=4474013220985;188531, Ленинградская область, Ломоносовский район, г.п. Большая Ижора, ул. Астанина, д. 3, здание администрации поселения;188531, Ленинградская область, Ломоносовский район, г.п. Большая Ижора, ул. Астанина, д. 2, здание школы;Россия, Ленинградская область, Ломоносовский район, городской посёлок Большая Ижора, улица Астанина, 2;house;exact;59.944787;29.568271999999997;1238.0;;
Ленинградская область;ТИК Ломоносовского муниципального района;Участковая избирательная комиссия №624;http://www.leningrad-reg.vybory.izbirkom.ru/region/leningrad-reg/?action=ik&vrn=4474013220987;188531, Ленинградская область, Ломоносовский район, г.п. Большая Ижора, ул. Астанина, д. 3, здание администрации поселения;188531, Ленинградская область, Ломоносовский район, г.п. Большая Ижора, ул. Астанина, д. 2, здание школы;Россия, Ленинградская область, Ломоносовский район, городской посёлок Большая Ижора, улица Астанина, 2;house;exact;59.944787;29.568271999999997;1268.0;;
Ленинградская область;ТИК Ломоносовского муниципального района;Участковая избирательная комиссия №625;http://www.leningrad-reg.vybory.izbirkom.ru/region/leningrad-reg/?action=ik&vrn=4474013220989;188532, Ленинградская область, Ломоносовский район, г.п. Лебяжье, ул. Приморская, д. 68, здание администрации поселения;188532, Ленинградская область, Ломоносовский район, г.п. Лебяжье, ул. Степаняна, д. 16, здание школы;Россия, Ленинградская область, Ломоносовский район, Лебяженское городское поселение, городской посёлок Лебяжье, улица Степаняна, 16;house;exact;59.963264;29.407501;1413.0;;
Ленинградская область;ТИК Ломоносовского муниципального района;Участковая избирательная комиссия №626;http://www.leningrad-reg.vybory.izbirkom.ru/region/leningrad-reg/?action=ik&vrn=4474013220991;188532, Ленинградская область, Ломоносовский район, г.п. Лебяжье, ул. Приморская, д. 68, здание администрации поселения;188532, Ленинградская область, Ломоносовский район, г.п. Лебяжье, ул. Степаняна, д. 16, здание школы;Россия, Ленинградская область, Ломоносовский район, Лебяженское городское поселение, городской посёлок Лебяжье, улица Степаняна, 16;house;exact;59.963264;29.407501;2023.0;;
Ленинградская область;ТИК Ломоносовского муниципального района;Участковая избирательная комиссия №627;http://www.leningrad-reg.vybory.izbirkom.ru/region/leningrad-reg/?action=ik&vrn=4474013220993;188532, Ленинградская область, Ломоносовский район, г.п. Лебяжье, ул. Приморская, д. 68, здание администрации поселения;188532, Ленинградская область, Ломоносовский район, г.п. Лебяжье, ул. Степаняна, д. 16, здание школы;Россия, Ленинградская область, Ломоносовский район, Лебяженское городское поселение, городской посёлок Лебяжье, улица Степаняна, 16;house;exact;59.963264;29.407501;885.0;;
Ленинградская область;ТИК Ломоносовского муниципального района;Участковая избирательная комиссия №628;http://www.leningrad-reg.vybory.izbirkom.ru/region/leningrad-reg/?action=ik&vrn=4474013220995;188535, Ленинградская область, Ломоносовский район, дер. Гора-Валдай, -, д. 27, здание медпункта;188535, Ленинградская область, Ломоносовский район, дер. Гора-Валдай, -, д. 27, здание медпункта;Россия, Ленинградская область, Ломоносовский район, Лебяженское городское поселение, деревня Гора-Валдай, 27;house;exact;59.967957;29.205263000000002;297.0;;
Ленинградская область;ТИК Ломоносовского муниципального района;Участковая избирательная комиссия №629;http://www.leningrad-reg.vybory.izbirkom.ru/region/leningrad-reg/?action=ik&vrn=4474013220997;188535, Ленинградская область, Ломоносовский район, дер. Шепелево, ул. Ветеранов, д. 25А, помещение администрации поселения;188535, Ленинградская область, Ломоносовский район, дер. Шепелево, ул. Ветеранов, д. 25А, помещение администрации поселения;Россия, Ленинградская область, Ломоносовский район, Лебяженское городское поселение, деревня Шепелёво, улица Ветеранов, 25;house;number;59.975288;29.155441999999997;338.0;;
Ленинградская область;ТИК Ломоносовского муниципального района;Участковая избирательная комиссия №630;http://www.leningrad-reg.vybory.izbirkom.ru/region/leningrad-reg/?action=ik&vrn=4474013220999;188505, Ленинградская область, Ломоносовский район, пос. Аннино, ул. Садовая, д. 10, здание администрации поселения;188505, Ленинградская область, Ломоносовский район, пос. Аннино, ул. Садовая, д. 16, здание культурно-досугового комплекса;Россия, Ленинградская область, Ломоносовский район, Аннинское городское поселение, посёлок Аннино, Садовая улица, 16;house;exact;59.774938;30.043032;2468.0;;
Ленинградская область;ТИК Ломоносовского муниципального района;Участковая избирательная комиссия №631;http://www.leningrad-reg.vybory.izbirkom.ru/region/leningrad-reg/?action=ik&vrn=4474013221001;188505, Ленинградская область, Ломоносовский район, пос. Аннино, ул. Садовая, д. 10, здание администрации поселения;188505, Ленинградская область, Ломоносовский район, пос. Аннино, ул. Садовая, д. 16, здание культурно-досугового комплекса;Россия, Ленинградская область, Ломоносовский район, Аннинское городское поселение, посёлок Аннино, Садовая улица, 16;house;exact;59.774938;30.043032;1528.0;;
Ленинградская область;ТИК Ломоносовского муниципального района;Участковая избирательная комиссия №632;http://www.leningrad-reg.vybory.izbirkom.ru/region/leningrad-reg/?action=ik&vrn=4474013221003;188507, Ленинградская область, Ломоносовский район, г.п. Новоселье, Красносельское шоссе, д. 15, здание культурно-досугового комплекса;188507, Ленинградская область, Ломоносовский район, г.п. Новоселье, Красносельское шоссе, д. 15, здание культурно-досугового комплекса;Россия, Ленинградская область, Ломоносовский район, Аннинское городское поселение, городской посёлок Новоселье, Красносельское шоссе, 15;house;exact;59.804577;30.076386;2400.0;;
Ленинградская область;ТИК Ломоносовского муниципального района;Участковая избирательная комиссия №633;http://www.leningrad-reg.vybory.izbirkom.ru/region/leningrad-reg/?action=ik&vrn=4474013221005;188508, Ленинградская область, Ломоносовский район, г.п. Виллози, -, д. 8, здание администрации поселения;188508, Ленинградская область, Ломоносовский район, г.п. Виллози, -, д. 1А, здание Дома культуры;Россия, Ленинградская область, Ломоносовский район;area;other;59.827415;29.398598;2291.0;;
Ленинградская область;ТИК Ломоносовского муниципального района;Участковая избирательная комиссия №634;http://www.leningrad-reg.vybory.izbirkom.ru/region/leningrad-reg/?action=ik&vrn=4474013221007;188508, Ленинградская область, Ломоносовский район, г.п. Виллози, -, д. 8, здание администрации поселения;188508, Ленинградская область, Ломоносовский район, г.п. Виллози, -, д. 1А, здание Дома культуры;Россия, Ленинградская область, Ломоносовский район;area;other;59.827415;29.398598;2025.0;;
Ленинградская область;ТИК Ломоносовского муниципального района;Участковая избирательная комиссия №635;http://www.leningrad-reg.vybory.izbirkom.ru/region/leningrad-reg/?action=ik&vrn=4474013221009;188506, Ленинградская область, Ломоносовский район, дер. Малое Карлино, -, д. 19, здание Дома культуры;188506, Ленинградская область, Ломоносовский район, дер. Малое Карлино, -, д. 19, здание Дома культуры;Россия, Ленинградская область, Ломоносовский район, Виллозское городское поселение, деревня Малое Карлино, 19;house;exact;59.723648;30.269021000000002;3796.0;;
Ленинградская область;ТИК Ломоносовского муниципального района;Участковая избирательная комиссия №636;http://www.leningrad-reg.vybory.izbirkom.ru/region/leningrad-reg/?action=ik&vrn=4474013221011;188502, Ленинградская область, Ломоносовский район, дер. Горбунки, -, д. 5/1, здание Районного центра культуры и молодёжного творчества;188502, Ленинградская область, Ломоносовский район, дер. Горбунки, -, д. 5/1, здание Районного центра культуры и молодёжного творчества;Россия, Ленинградская область, Ломоносовский район, Горбунковское сельское поселение, деревня Горбунки, 5/1;house;exact;59.815346;29.98227;1803.0;;
Ленинградская область;ТИК Ломоносовского муниципального района;Участковая избирательная комиссия №637;http://www.leningrad-reg.vybory.izbirkom.ru/region/leningrad-reg/?action=ik&vrn=4474013221013;188502, Ленинградская область, Ломоносовский район, дер. Горбунки, -, д. 5/1, здание Районного центра культуры и молодёжного творчества;188502, Ленинградская область, Ломоносовский район, дер. Горбунки, -, д. 5/1, здание Районного центра культуры и молодёжного творчества;Россия, Ленинградская область, Ломоносовский район, Горбунковское сельское поселение, деревня Горбунки, 5/1;house;exact;59.815346;29.98227;1828.0;;
Ленинградская область;ТИК Ломоносовского муниципального района;Участковая избирательная комиссия №638;http://www.leningrad-reg.vybory.izbirkom.ru/region/leningrad-reg/?action=ik&vrn=4474013221015;188502, Ленинградская область, Ломоносовский район, дер. Горбунки, -, д. 21А, здание школы;188502, Ленинградская область, Ломоносовский район, дер. Горбунки, -, д. 21А, здание школы;Россия, Ленинградская область, Ломоносовский район, Горбунковское сельское поселение, деревня Горбунки, 21;house;number;59.815943000000004;29.979322999999997;2147.0;;
Ленинградская область;ТИК Ломоносовского муниципального района;Участковая избирательная комиссия №639;http://www.leningrad-reg.vybory.izbirkom.ru/region/leningrad-reg/?action=ik&vrn=4474013221017;"188513, Ленинградская область, Ломоносовский район, дер. Разбегаево, -, 61А, здание МОУДО ""Ломоносовская ДЮСШ""";"188513, Ленинградская область, Ломоносовский район, дер. Разбегаево, -, 61А, здание МОУДО ""Ломоносовская ДЮСШ""";Россия, Ленинградская область, Ломоносовский район, Горбунковское сельское поселение, деревня Разбегаево, 55;house;near;59.785925;29.926223999999998;1561.0;;
Ленинградская область;ТИК Ломоносовского муниципального района;Участковая избирательная комиссия №640;http://www.leningrad-reg.vybory.izbirkom.ru/region/leningrad-reg/?action=ik&vrn=4474013221019;188520, Ленинградская область, Ломоносовский район, дер. Гостилицы, ул. Комсомольская, д. 1, здание Дома культуры;188520, Ленинградская область, Ломоносовский район, дер. Гостилицы, ул. Комсомольская, д. 1, здание Дома культуры;Россия, Ленинградская область, Ломоносовский район, деревня Гостилицы, Комсомольская улица, 3;house;near;59.746568999999994;29.627875;1919.0;;
Ленинградская область;ТИК Ломоносовского муниципального района;Участковая избирательная комиссия №641;http://www.leningrad-reg.vybory.izbirkom.ru/region/leningrad-reg/?action=ik&vrn=4474013221021;188520, Ленинградская область, Ломоносовский район, дер. Гостилицы, ул. Комсомольская, д. 1, здание Дома культуры;188520, Ленинградская область, Ломоносовский район, дер. Гостилицы, ул. Комсомольская, д. 1, здание Дома культуры;Россия, Ленинградская область, Ломоносовский район, деревня Гостилицы, Комсомольская улица, 3;house;near;59.746568999999994;29.627875;1846.0;;
Ленинградская область;ТИК Ломоносовского муниципального района;Участковая избирательная комиссия №642;http://www.leningrad-reg.vybory.izbirkom.ru/region/leningrad-reg/?action=ik&vrn=4474013221023;188515, Ленинградская область, Ломоносовский район, дер. Кипень, Ропшинское шоссе, д. 7А, здание Дома культуры;188515, Ленинградская область, Ломоносовский район, дер. Кипень, Ропшинское шоссе, д. 7А, здание Дома культуры;Россия, Ленинградская область, Ломоносовский район, Кипенское сельское поселение, деревня Кипень, Ропшинское шоссе, 7А;house;exact;59.675714;29.854808000000002;2089.0;;
Ленинградская область;ТИК Ломоносовского муниципального района;Участковая избирательная комиссия №643;http://www.leningrad-reg.vybory.izbirkom.ru/region/leningrad-reg/?action=ik&vrn=4474013221025;188515, Ленинградская область, Ломоносовский район, дер. Кипень, Ропшинское шоссе, д. 7А, здание Дома культуры;188515, Ленинградская область, Ломоносовский район, дер. Кипень, Ропшинское шоссе, д. 7А, здание Дома культуры;Россия, Ленинградская область, Ломоносовский район, Кипенское сельское поселение, деревня Кипень, Ропшинское шоссе, 7А;house;exact;59.675714;29.854808000000002;808.0;;
Ленинградская область;ТИК Ломоносовского муниципального района;Участковая избирательная комиссия №644;http://www.leningrad-reg.vybory.izbirkom.ru/region/leningrad-reg/?action=ik&vrn=4474013221027;188515, Ленинградская область, Ломоносовский район, дер. Келози, ул. Парковая, д. 13, здание бывшей школы;188515, Ленинградская область, Ломоносовский район, дер. Келози, ул. Парковая, д. 13, здание бывшей школы;Россия, Ленинградская область, Ломоносовский район, Кипенское сельское поселение, деревня Келози, Парковая улица, 13;house;exact;59.662672;29.833832;1317.0;;
Ленинградская область;ТИК Ломоносовского муниципального района;Участковая избирательная комиссия №645;http://www.leningrad-reg.vybory.izbirkom.ru/region/leningrad-reg/?action=ik&vrn=4474013221029;"188525, Ленинградская область, Ломоносовский район, с. Копорье, ул. Благодатная, д. 20, здание МКУ ""Центр культуры, спорта и молодежи""";"188525, Ленинградская область, Ломоносовский район, с. Копорье, ул. Благодатная, д. 20, здание МКУ ""Центр культуры, спорта и молодежи""";Россия, Ленинградская область, Ломоносовский район, Копорское сельское поселение, село Копорье, Благодатная улица, 10;house;near;59.703748;29.051354999999997;789.0;;
Ленинградская область;ТИК Ломоносовского муниципального района;Участковая избирательная комиссия №646;http://www.leningrad-reg.vybory.izbirkom.ru/region/leningrad-reg/?action=ik&vrn=4474013221031;"188525, Ленинградская область, Ломоносовский район, с. Копорье, ул. Благодатная, д. 20, здание МКУ ""Центр культуры, спорта и молодежи""";"188525, Ленинградская область, Ломоносовский район, с. Копорье, ул. Благодатная, д. 20, здание МКУ ""Центр культуры, спорта и молодежи""";Россия, Ленинградская область, Ломоносовский район, Копорское сельское поселение, село Копорье, Благодатная улица, 10;house;near;59.703748;29.051354999999997;802.0;;
Ленинградская область;ТИК Ломоносовского муниципального района;Участковая избирательная комиссия №647;http://www.leningrad-reg.vybory.izbirkom.ru/region/leningrad-reg/?action=ik&vrn=4474013221033;188517, Ленинградская область, Ломоносовский район, дер. Лаголово, ул. Садовая, д. 12, здание администрации поселения;188517, Ленинградская область, Ломоносовский район, дер. Лаголово, ул. Садовая, д. 14А, здание Дома культуры;Россия, Ленинградская область, Ломоносовский район, Лаголовское сельское поселение, деревня Лаголово, Садовая улица, 14А;house;exact;59.706571;30.01778;1479.0;;
Ленинградская область;ТИК Ломоносовского муниципального района;Участковая избирательная комиссия №648;http://www.leningrad-reg.vybory.izbirkom.ru/region/leningrad-reg/?action=ik&vrn=4474013221035;188517, Ленинградская область, Ломоносовский район, дер. Лаголово, ул. Садовая, д. 12, здание администрации поселения;188517, Ленинградская область, Ломоносовский район, дер. Лаголово, ул. Садовая, д. 14А, здание Дома культуры;Россия, Ленинградская область, Ломоносовский район, Лаголовское сельское поселение, деревня Лаголово, Садовая улица, 14А;house;exact;59.706571;30.01778;1299.0;;
Ленинградская область;ТИК Ломоносовского муниципального района;Участковая избирательная комиссия №649;http://www.leningrad-reg.vybory.izbirkom.ru/region/leningrad-reg/?action=ik&vrn=4474013221037;188523, Ленинградская область, Ломоносовский район, дер. Лопухинка, ул. Первомайская, д. 1А, здание администрации поселения;188523, Ленинградская область, Ломоносовский район, дер. Лопухинка, ул. Первомайская, д. 1В, здание Дома культуры;Россия, Ленинградская область, Ломоносовский район, Лопухинское сельское поселение, деревня Лопухинка, Первомайская улица, 1;house;number;59.730076000000004;29.411040000000003;1039.0;;
Ленинградская область;ТИК Ломоносовского муниципального района;Участковая избирательная комиссия №650;http://www.leningrad-reg.vybory.izbirkom.ru/region/leningrad-reg/?action=ik&vrn=4474013221039;188523, Ленинградская область, Ломоносовский район, дер. Лопухинка, ул. Первомайская, д. 1А, здание администрации поселения;188523, Ленинградская область, Ломоносовский район, дер. Лопухинка, ул. Первомайская, д. 1В, здание Дома культуры;Россия, Ленинградская область, Ломоносовский район, Лопухинское сельское поселение, деревня Лопухинка, Первомайская улица, 1;house;number;59.730076000000004;29.411040000000003;577.0;;
Ленинградская область;ТИК Ломоносовского муниципального района;Участковая избирательная комиссия №651;http://www.leningrad-reg.vybory.izbirkom.ru/region/leningrad-reg/?action=ik&vrn=4474013221041;188524, Ленинградская область, Ломоносовский район, дер. Глобицы, ул. Героев, д. 11, здание Дома культуры;188524, Ленинградская область, Ломоносовский район, дер. Глобицы, ул. Героев, д. 11, здание Дома культуры;Россия, Ленинградская область, Ломоносовский район, Лопухинское сельское поселение, деревня Глобицы, улица Героев, 11;house;exact;59.741744999999995;29.209584000000003;531.0;;
Ленинградская область;ТИК Ломоносовского муниципального района;Участковая избирательная комиссия №652;http://www.leningrad-reg.vybory.izbirkom.ru/region/leningrad-reg/?action=ik&vrn=4474013221043;188501, Ленинградская область, Ломоносовский район, дер. Низино, ул. Центральная, д. 1Д, здание администрации поселения;188501, Ленинградская область, Ломоносовский район, дер. Низино, ул. Центральная, д. 1Е, здание Центра культуры, спорта и молодежной политики;Россия, Ленинградская область, Ломоносовский район, деревня Низино, Центральная улица, 1Е;house;exact;59.83706899999999;29.876107;1512.0;;
Ленинградская область;ТИК Ломоносовского муниципального района;Участковая избирательная комиссия №653;http://www.leningrad-reg.vybory.izbirkom.ru/region/leningrad-reg/?action=ik&vrn=4474013221045;188501, Ленинградская область, Ломоносовский район, дер. Низино, ул. Центральная, д. 1Д, здание администрации поселения;188501, Ленинградская область, Ломоносовский район, пос Жилгородок, Санинское шоссе, -, здание кафе бывшей школы техников на территории в/городка №1;Россия, Ленинградская область, Ломоносовский район, Низинское сельское поселение, посёлок Жилгородок, Санинское шоссе;street;street;59.82614399999999;29.884246;699.0;;
Ленинградская область;ТИК Ломоносовского муниципального района;Участковая избирательная комиссия №654;http://www.leningrad-reg.vybory.izbirkom.ru/region/leningrad-reg/?action=ik&vrn=4474013221047;188501, Ленинградская область, Ломоносовский район, дер. Низино, ул. Центральная, д. 1Д, здание администрации поселения;188501, Ленинградская область, Ломоносовский район, дер. Низино, ул. Центральная, д. 1Е, здание Центра культуры, спорта и молодежной политики;Россия, Ленинградская область, Ломоносовский район, деревня Низино, Центральная улица, 1Е;house;exact;59.83706899999999;29.876107;1576.0;;
